location,address,city,county,latitude,longitude,type
Rockwood Park ,2398 Whitley Dr,Durham,"(Durham County, NC)",35.973379,-78.921277,Gym
Yates Baptist Church ,2819 Chapel Hill Rd,Durham,"(Durham County, NC)",35.97366,-78.936627,Gym
Emu at Guglhupf ,2800-2804 US-501 BUS,Durham,"(Durham County, NC)",35.97417,-78.932725,Gym
Nana Taco ,2512 University Dr,Durham,"(Durham County, NC)",35.974403,-78.924569,Gym
Durham County Library - McDoug ,1101 E Lawson St,Durham,"(Durham County, NC)",35.974554,-78.890479,Gym
Wisdom & Knowledge ,1613 E Lawson St,Durham,"(Durham County, NC)",35.974658,-78.881689,Gym
NCCU Taylor Education Building ,1801 Fayetteville St,Durham,"(Durham County, NC)",35.97467,-78.897998,Gym
Centennial Chapel ,1912 Fayetteville St,Durham,"(Durham County, NC)",35.97468,-78.90137,Gym
Lexington Church ,620 E Lexington Ave,High Point,"(Guilford County, NC)",35.976193,-80.008539,Gym
NCCU University ,1771-1799 State Rd 1118,Durham,"(Durham County, NC)",35.976586,-78.900707,Gym
Providence Church of God in Christ ,1210 Montlieu Ave,High Point,"(Guilford County, NC)",35.978316,-79.980566,Gym
Cornwallis Road Park,2916-2920 Wade Rd,Durham,"(Durham County, NC)",35.97845766,-78.95172358,Nest
Lincoln Memorial Baptist Church ,1500 S Roxboro St,Durham,"(Durham County, NC)",35.979582,-78.905836,Gym
Amy Winston Carr Memorial Garden ,1712-1748 US-501 BUS,Durham,"(Durham County, NC)",35.979637,-78.915033,Gym
Lebanon UMC ,237 Idol St,High Point,"(Guilford County, NC)",35.979793,-80.025937,Gym
The Plank Road ,1859 E Lexington Ave,High Point,"(Guilford County, NC)",35.979923,-79.992107,Gym
Ball and Pail ,1613 McGuinn Dr,High Point,"(Guilford County, NC)",35.980066,-79.99188,Gym
Bicycle Toy and Hobby ,2000-2004 NC-1993,High Point,"(Guilford County, NC)",35.981304,-80.022041,Gym
Angier Avenue Baptist Church ,2101 Angier Ave,Durham,"(Durham County, NC)",35.982128,-78.877611,Gym
Ailey Young Park,758 E Juniper Ave,Wake Forest,"(Wake County, NC)",35.982243,-78.49752903,Habitat
Durham County Library ,508 E Umstead St,Durham,"(Durham County, NC)",35.982699,-78.898411,Gym
Glass Tower ,2101 N Main St,High Point,"(Guilford County, NC)",35.983076,-80.023968,Gym
55 Water Tower ,1336-1372 E Pettigrew St,Durham,"(Durham County, NC)",35.983244,-78.888173,Gym
Mount Vernon Baptist ,1007 S Roxboro St,Durham,"(Durham County, NC)",35.983817,-78.902589,Gym
Hayti Heritage Center ,804 Fayetteville St,Durham,"(Durham County, NC)",35.985826,-78.898025,Gym
Shepard House ,111 N Driver St,Durham,"(Durham County, NC)",35.986379,-78.878229,Gym
Lyon Park ,1162-1184 W Lakewood Ave,Durham,"(Durham County, NC)",35.98643,-78.918908,Gym
Wrightwood Park ,1303-1311 Anderson St,Durham,"(Durham County, NC)",35.986542,-78.933151,Gym
Mother Mary Mural ,2009a Chapel Hill Rd,Durham,"(Durham County, NC)",35.986729,-78.927057,Gym
Wesleyan Church ,1917 North Centennial St,High Point,"(Guilford County, NC)",35.98695988,-80.00134777,Gym
Welcome To SWAMP ,2500-2548 NC-751,Durham,"(Durham County, NC)",35.987235,-78.941091,Gym
Durham Mission Church ,1205 E Main St,Durham,"(Durham County, NC)",35.98747,-78.887436,Gym
Fit Trail - Side Lunge ,2500-2548 NC-751,Durham,"(Durham County, NC)",35.987712,-78.94206,Gym
All The Same Values ,401 E Lakewood Ave,Durham,"(Durham County, NC)",35.987739,-78.900649,Gym
Holy Cross Orthodox Church ,645 Greensboro Rd,High Point,"(Guilford County, NC)",35.988124,-79.969093,Gym
Morehead Hill ,1000-1020 S Duke St,Durham,"(Durham County, NC)",35.988184,-78.909132,Gym
Lady Liberty Statue ,928 Mall Loop Rd,High Point,"(Guilford County, NC)",35.988527,-80.004053,Gym
Busy Street Mural ,23 Shoppers St,Durham,"(Durham County, NC)",35.988593,-78.928057,Gym
John Sprunt Hill ,900-998 S Duke St,Durham,"(Durham County, NC)",35.989681,-78.909081,Gym
Wall Mural ,Fayetteville St,Durham,"(Durham County, NC)",35.989776,-78.893141,Gym
Beard's Hat Shop ,801-899 W Main St,Jamestown,"(Guilford County, NC)",35.990666,-79.957833,Gym
Mech-quus ,807 E Main St,Durham,"(Durham County, NC)",35.990721,-78.889736,Gym
Ecclesia House of Prayer ,639-699 NC-55,Durham,"(Durham County, NC)",35.991218,-78.886213,Gym
Dothan Praise and Worship Ministries ,106-118 Wade St,Jamestown,"(Guilford County, NC)",35.991501,-79.944148,Gym
First Calvary Baptist Church ,1371 Morehead Ave,Durham,"(Durham County, NC)",35.991707,-78.919806,Gym
Morehead Baptist Church ,1008 Morehead Ave,Durham,"(Durham County, NC)",35.991834,-78.916192,Gym
Durham Bulls Athletic Park,280 S Mangum St,Durham,"(Durham County, NC)",35.99235226,-78.90385151,Habitat
Willett's Statue Of Angelic UNC Fan ,870-898 Chapel Hill Rd,Durham,"(Durham County, NC)",35.992636,-78.922313,Gym
Circular Iron ,400 Blackwell St,Durham,"(Durham County, NC)",35.992642,-78.905391,Gym
Long Meadow Park ,701 N Hyde Park Ave,Durham,"(Durham County, NC)",35.992804,-78.881968,Gym
Lord Cornwallis ,562-598 W Main St,Jamestown,"(Guilford County, NC)",35.993,-79.946166,Gym
Jamestown Public Library ,100 Ragsdale Rd,Jamestown,"(Guilford County, NC)",35.993015,-79.938952,Gym
Elliot Monument ,1500-1598 Belfort St,Durham,"(Durham County, NC)",35.993075,-78.921953,Gym
Pangolin Sculpture ,208-252 N Elizabeth St,Durham,"(Durham County, NC)",35.993326,-78.890855,Gym
Basin and Range ,9 Julian Carr St,Durham,"(Durham County, NC)",35.993556,-78.904676,Gym
Home of Dr. Shubal Gardner Coffin circa 1855 ,109 W Main St,Jamestown,"(Guilford County, NC)",35.993616,-79.936371,Gym
Duke University Golf Club,7550-7598 Science Dr,Durham,"(Durham County, NC)",35.99379758,-78.94859076,Nest
Antioch Baptist Church ,1415 Holloway St,Durham,"(Durham County, NC)",35.994327,-78.875594,Gym
Conceptual Flame ,1800 Morehead Ave,Durham,"(Durham County, NC)",35.994787,-78.926949,Gym
Tobacco and E.J. Parrish ,161-199 E Parrish St,Durham,"(Durham County, NC)",35.995188,-78.899431,Gym
Hallelujah Baptist Church ,2507-2511 Guyer St,High Point,"(Guilford County, NC)",35.995215,-79.993564,Gym
Turtles ,W Parkside Dr,Jamestown,"(Guilford County, NC)",35.995357,-79.94879,Gym
Trinity United Methodist Church ,215 N Church St,Durham,"(Durham County, NC)",35.995428,-78.898393,Gym
3 Angel Statues ,723 Anderson St,Durham,"(Durham County, NC)",35.99546,-78.929385,Gym
SEEDS ,344-348 N Elizabeth St,Durham,"(Durham County, NC)",35.995545,-78.890616,Gym
Fishy Rainbows ,122 W Main St,Durham,"(Durham County, NC)",35.995558,-78.901391,Gym
Bartlett S. Durham ,1610 Jackson St,Durham,"(Durham County, NC)",35.996003,-78.925159,Gym
Shelter 6 ,Park Dr,Jamestown,"(Guilford County, NC)",35.996044,-79.95194,Gym
Veteran's Memorial Wall ,1611 Duke University Rd,Durham,"(Durham County, NC)",35.99626,-78.924543,Gym
Brick Bull ,1115 W Chapel Hill St,Durham,"(Durham County, NC)",35.996655,-78.916521,Gym
Gyroscope ,1410 W Chapel Hill St,Durham,"(Durham County, NC)",35.996794,-78.920915,Gym
Dancing Milkweed V ,252-298 E Chapel Hill St,Durham,"(Durham County, NC)",35.996849,-78.901929,Gym
Five Points East ,100-126 E Chapel Hill St,Durham,"(Durham County, NC)",35.996856,-78.90366,Gym
Pauli Murray Sign ,1102 W Chapel Hill St,Durham,"(Durham County, NC)",35.996869,-78.915868,Gym
Duke Memorial United Methodist ,504 W Chapel Hill St,Durham,"(Durham County, NC)",35.997176,-78.90919,Gym
Civil Rights Mural ,110 Morris St,Durham,"(Durham County, NC)",35.997425,-78.903286,Gym
East End Park 2 ,965 Mallard Ave,Durham,"(Durham County, NC)",35.997457,-78.887401,Gym
Word of Life Tabernacle ,1801 Deep River Rd,High Point,"(Guilford County, NC)",35.997521,-79.975964,Gym
Northwood UMC ,2409 Ambassador Ct,High Point,"(Guilford County, NC)",35.9983,-79.9932,Gym
Greater St. Paul Baptist Church ,1102 Juniper St,Durham,"(Durham County, NC)",35.998644,-78.881163,Gym
Public Hardware Mural ,505 N Mangum St,Durham,"(Durham County, NC)",35.99868,-78.897756,Gym
Nasher Punk ,1914-1980 Duke University Rd,Durham,"(Durham County, NC)",35.99878,-78.929628,Gym
Greater Harvest Pentecostal ,206-298 Gray Ave,Durham,"(Durham County, NC)",35.999527,-78.894384,Gym
Torero's Mural ,101-123 N Duke St,Durham,"(Durham County, NC)",35.99959,-78.908178,Gym
Duke Arts Annex ,404 Gattis St,Durham,"(Durham County, NC)",35.999786,-78.91881,Gym
Steel Horse ,501-505 Rigsbee Ave,Durham,"(Durham County, NC)",36.000091,-78.900039,Gym
Sarah P. Duke Gardens South Lawn ,Flowers Dr,Durham,"(Durham County, NC)",36.000446,-78.935606,Gym
Downtown Durham,505 Rigsbee Ave,Durham,"(Durham County, NC)",36.00076988,-78.90105665,Nest
Downtown Durham,427 Roney St,Durham,"(Durham County, NC)",36.00100423,-78.90200078,Habitat
Sarah P. Duke Gardens Terrace ,Flowers Dr,Durham,"(Durham County, NC)",36.001354,-78.935121,Gym
Episcopal Center ,505 Alexander Ave,Durham,"(Durham County, NC)",36.001619,-78.926696,Gym
Vote For Santo Pedro ,1113 W Main St,Durham,"(Durham County, NC)",36.00171,-78.912184,Gym
Sarah P. Duke Gardens,426 Anderson St,Durham,"(Durham County, NC)",36.00177243,-78.93128815,Nest
Sarah P. Duke Gardens Roney Fountain ,426 Anderson St,Durham,"(Durham County, NC)",36.001796,-78.93351,Gym
The Iris Fountain at the Sarah P. Duke Gardens ,420 Anderson St,Durham,"(Durham County, NC)",36.001952,-78.931548,Gym
Trinity Park ,1200-1298 US-70 BUS,Durham,"(Durham County, NC)",36.002244,-78.912621,Gym
Masonic Lodge Of High Point ,3200-3298 Winston Ct,High Point,"(Guilford County, NC)",36.002726,-80.036908,Gym
Bamboo Star at Fullsteam Brewery ,726 Rigsbee Ave,Durham,"(Durham County, NC)",36.003153,-78.899822,Gym
Blue Flames Mural ,721 Rigsbee Ave,Durham,"(Durham County, NC)",36.003304,-78.900583,Gym
Stone Bros and Byrd ,512 W Geer St,Durham,"(Durham County, NC)",36.003828,-78.902696,Gym
Mapscape ,Bill Faver Lakeshore Trail,Jamestown,"(Guilford County, NC)",36.004236,-79.953723,Gym
Trinity Ave Presbyterian Church ,927-999 W Trinity Ave,Durham,"(Durham County, NC)",36.005375,-78.907835,Gym
Duke East Campus,1312 Campus Dr,Durham,"(Durham County, NC)",36.00546547,-78.91437382,Habitat
Grace Lighthouse Baptist Church ,1301-1399 US-501 BUS,Durham,"(Durham County, NC)",36.005497,-78.892616,Gym
Blue Light Diner Sam's Quick Shop ,1605 Erwin Rd,Durham,"(Durham County, NC)",36.005524,-78.922673,Gym
America Legion ,406-488 E Trinity Ave,Durham,"(Durham County, NC)",36.006411,-78.888332,Gym
Duke East Campus,14 Epworth Dorm Ln,Durham,"(Durham County, NC)",36.00673045,-78.91471446,Habitat
Wilson ,1320 Campus Dr,Durham,"(Durham County, NC)",36.006986,-78.914282,Gym
Brodie Recreation Center ,20 Brodie Gym Dr,Durham,"(Durham County, NC)",36.007329,-78.917121,Gym
Blacknall Memorial Presbyterian Church ,1902 Perry St,Durham,"(Durham County, NC)",36.007687,-78.921188,Gym
The Korean-American Presbyterian Church Of Greater Greensboro ,3517 Johnson St,High Point,"(Guilford County, NC)",36.007771,-80.010233,Gym
Tanglewood Park,4061 Clemmons Rd.,Clemmons,"(Forsyth County, NC)",36.0093082,-80.4149221,Nest
Tanglewood Park,4061 Clemmons Rd.,Clemmons,"(Forsyth County, NC)",36.0093082,-80.4149221,Nest
Oak Hollow Family Campground ,3401 N Centennial St,High Point,"(Guilford County, NC)",36.009547,-80.004331,Gym
Durham Cycles Flying Bike ,756 9th St,Durham,"(Durham County, NC)",36.009645,-78.921958,Gym
Festival Park ,1835 Eastchester Dr,High Point,"(Guilford County, NC)",36.009651,-79.989367,Gym
God's Holy Tabernacle ,601 W Markham Ave,Durham,"(Durham County, NC)",36.009784,-78.89988,Gym
Beth El Synagogue Center ,1004 Watts St,Durham,"(Durham County, NC)",36.010175,-78.910886,Gym
Grace Lutheran Church ,1101-1199 Green St,Durham,"(Durham County, NC)",36.011299,-78.911982,Gym
Jamestown Park ,7159-7181 E Fork Rd,High Point,"(Guilford County, NC)",36.012829,-79.948136,Gym
Oak Hollow Lake North Overlook ,1875 Eastchester Dr,High Point,"(Guilford County, NC)",36.0132,-79.9839,Gym
Johnson Street Park ,3828 Johnson St,High Point,"(Guilford County, NC)",36.0172,-80.0141,Gym
The Florence Armory ,7211 E Fork Rd,High Point,"(Guilford County, NC)",36.0209,-79.957641,Gym
Northgate Park,2500 Acadia St,Durham,"(Durham County, NC)",36.02277642,-78.89642715,Habitat
Premier Center Fountain ,2429 Penny Rd,High Point,"(Guilford County, NC)",36.02364,-79.9671,Gym
Northgate Dog Park,Ellerbee Creek Trail,Durham,"(Durham County, NC)",36.02379383,-78.89917642,Habitat
Tears for Fears ,3802 Samet Dr,High Point,"(Guilford County, NC)",36.0248,-79.969158,Gym
Hope Church ,3793 Samet Dr,High Point,"(Guilford County, NC)",36.025191,-79.970211,Gym
Deep River Picnic Shelter ,5300 W Wendover Ave,High Point,"(Guilford County, NC)",36.0308,-79.9661,Gym
Community Bible Church ,4125 Johnson St,High Point,"(Guilford County, NC)",36.0318,-80.0196,Gym
Hobby Park,2301 W Clemmonsville Rd,Winston-Salem,"(Forsyth County, NC)",36.03223411,-80.30237675,Habitat
Covenant Church United Methodist ,1526 Skeet Club Rd,High Point,"(Guilford County, NC)",36.0372,-79.9806,Gym
Deep River Park Picnic Shelter ,1525 Skeet Club Rd,High Point,"(Guilford County, NC)",36.0383,-79.9805,Gym
Deep River Recreation Center,Skeet Club Rd,High Point,"(Guilford County, NC)",36.0388226,-79.9801152,Nest
Deep River Recreation Center,1525 Skeet Club Rd,High Point,"(Guilford County, NC)",36.03914011,-79.98001814,Nest
Mendenhall Crane Sculpture ,4006 Mendenhall Oaks Pkwy,High Point,"(Guilford County, NC)",36.0438,-79.9617,Gym
Union Cross Park,1941 Union Cross Rd,Winston-Salem,"(Forsyth County, NC)",36.04460549,-80.13483524,Habitat
ACC Hall of Champions ,2073-2139 W Gate City Blvd,Greensboro,"(Guilford County, NC)",36.058344,-79.827341,Gym
Eno River State Park,4301-4309 Old Cole Mill Rd,Durham,"(Durham County, NC)",36.0607695,-78.98075581,Habitat
Salvation Army ,819-821 S Aycock St,Greensboro,"(Guilford County, NC)",36.060897,-79.815438,Gym
Hope Chapel ,1825 Spring Garden St,Greensboro,"(Guilford County, NC)",36.063021,-79.822868,Gym
UNCG Watertower ,UNCG water tower,Greensboro,"(Guilford County, NC)",36.063517,-79.814941,Gym
Sunflower Sculpture ,2417 Spring Garden St,Greensboro,"(Guilford County, NC)",36.063877,-79.833423,Gym
First Church Of The Nazarene ,2010 Spring Garden St,Greensboro,"(Guilford County, NC)",36.063985,-79.826858,Gym
Elliot University Center,UNCG Underpass,Greensboro,"(Guilford County, NC)",36.0641042,-79.8103631,Trainer Spot
Brick Masterpiece ,816-898 Oakland Ave,Greensboro,"(Guilford County, NC)",36.064166,-79.808333,Gym
To Be ,1025 Spring Garden St,Greensboro,"(Guilford County, NC)",36.06622,-79.806185,Gym
Weatherspoon Art Museum - The ,1001 Spring Garden St,Greensboro,"(Guilford County, NC)",36.066308,-79.805729,Gym
Belltower ,???,Greensboro,"(Guilford County, NC)",36.066385,-79.808846,Gym
Burlington Outlet Village,2389 Corporation Pkwy,Burlington,"(Alamance County, NC)",36.066642,-79.432876,Nest
Highland Park ,4301 Princeton Ave,Greensboro,"(Guilford County, NC)",36.066656,-79.854096,Gym
UNCG Theatre Sculpture ,406 Tate St,Greensboro,"(Guilford County, NC)",36.067298,-79.805725,Gym
Winged Victory ,???,Greensboro,"(Guilford County, NC)",36.067651,-79.808129,Gym
Downtown Greenway Bridge Art ,509 Downtown Greenway,Greensboro,"(Guilford County, NC)",36.067858,-79.796939,Gym
Charles Duncan McIver ,???,Greensboro,"(Guilford County, NC)",36.068194,-79.808799,Gym
College Park Baptist Church ,500 S Aycock St,Greensboro,"(Guilford County, NC)",36.068293,-79.815307,Gym
Russel We Miss You ,948d Walker Ave,Greensboro,"(Guilford County, NC)",36.068354,-79.805258,Gym
Bolton Park,3210 Silas Creek Pkwy,Winston-Salem,"(Forsyth County, NC)",36.06849254,-80.29383659,Nest
50th Anniversary Clock ,406 Forest St,Greensboro,"(Guilford County, NC)",36.068639,-79.810186,Gym
Emma Key's ,508-598 S Elam Ave,Greensboro,"(Guilford County, NC)",36.06888,-79.828542,Gym
Winter Garden Collection ,2600 W Wendover Ave,Greensboro,"(Guilford County, NC)",36.069485,-79.841803,Gym
Downtown Durham,5152 N Roxboro St,Durham,"(Durham County, NC)",36.06978469,-78.91020298,Nest
The Spartan ,Irwin Belk Recreation Track,Greensboro,"(Guilford County, NC)",36.069813,-79.813867,Gym
Tree Planting Statues ,401-499 Ashland Dr,Greensboro,"(Guilford County, NC)",36.069965,-79.841844,Gym
Greensboro Arboretum,401 Ashland Dr,Greensboro,"(Guilford County, NC)",36.070156,-79.842066,Nest
Greensboro Arboretum,401 Ashland Dr,Greensboro,"(Guilford County, NC)",36.070156,-79.842066,Nest
Stone Works ,401 Ashland Dr,Greensboro,"(Guilford County, NC)",36.070302,-79.841904,Gym
Montego Bay Mural ,4604a W Market St,Greensboro,"(Guilford County, NC)",36.07072,-79.86191,Gym
Our Lady of Mercy Church ,1730 Link Rd,Winston-Salem,"(Forsyth County, NC)",36.070726,-80.260936,Gym
Main Building at Greensboro College ,815 W Market St,Greensboro,"(Guilford County, NC)",36.071235,-79.800294,Gym
Kaplan Family Rose Garden ,W Wendover Ave,Greensboro,"(Guilford County, NC)",36.071473,-79.83768,Gym
Umstead Pines @ Willowhaven Golf & Swim Club,326-344 State Rd 1486,Durham,"(Durham County, NC)",36.07152777,-78.96597147,Habitat
Hart Memorial Wind Chimes ,3299 Starmount Dr,Greensboro,"(Guilford County, NC)",36.071599,-79.83863,Gym
Guilford Courthouse Sculpture ,110 S Greene St,Greensboro,"(Guilford County, NC)",36.071626,-79.791928,Gym
The Freedom Pledge ,100 N Greene St,Greensboro,"(Guilford County, NC)",36.072677,-79.790609,Gym
Greensboro Ymca ,501 W Market St,Greensboro,"(Guilford County, NC)",36.07271,-79.796985,Gym
Greensboro College ,841 W Market St,Greensboro,"(Guilford County, NC)",36.072899,-79.800608,Gym
Washington Park Bulletin Board ,171-199 Park Blvd,Winston-Salem,"(Forsyth County, NC)",36.073174,-80.246589,Gym
UNCG Music Entrance ,100-110 McIver St,Greensboro,"(Guilford County, NC)",36.073214,-79.806849,Gym
UNCG,1350-1354 W Market St,Greensboro,"(Guilford County, NC)",36.073441,-79.810887,Gym
Eno River State Park,6101 Cole Mill Rd,Durham,"(Durham County, NC)",36.07373716,-79.00620233,Habitat
Saint Andrews Episcopal Church ,2105 W Market St,Greensboro,"(Guilford County, NC)",36.073764,-79.819979,Gym
Center City Park,201 N Davie St,Greensboro,"(Guilford County, NC)",36.07383447,-79.78957593,Nest
Center City ,200 N Elm St,Greensboro,"(Guilford County, NC)",36.0739,-79.789736,Gym
First Christian Church ,1900 W Market St,Greensboro,"(Guilford County, NC)",36.074274,-79.818509,Gym
Neon Flame ,1381-1399 NC-150,Winston-Salem,"(Forsyth County, NC)",36.074728,-80.25822,Gym
Washington Park ,135-169 Park Blvd,Winston-Salem,"(Forsyth County, NC)",36.075028,-80.24741,Gym
Washington Park Entrance to Greenway ,Salem Creek Greenway,Winston-Salem,"(Forsyth County, NC)",36.075976,-80.250181,Gym
Sculpture Metaphor ,202 Summit Ave,Greensboro,"(Guilford County, NC)",36.076194,-79.787311,Gym
Sunset Hills Historic Neighborhood ,301-399 Overlook St,Greensboro,"(Guilford County, NC)",36.076266,-79.817586,Gym
Vintage Theatre ,1548 S Main St,Winston-Salem,"(Forsyth County, NC)",36.076353,-80.240745,Gym
Chamber of Commerce Clock ,342 N Elm St,Greensboro,"(Guilford County, NC)",36.076369,-79.789875,Gym
Ace Theatre ,585 Giannini Dr,Winston-Salem,"(Forsyth County, NC)",36.076628,-80.237706,Gym
Washington Park,Salem Creek Greenway,Winston-Salem,"(Forsyth County, NC)",36.07696488,-80.24927974,Habitat
First Pentecostal Holiness Church ,998 Hutton St,Winston-Salem,"(Forsyth County, NC)",36.077517,-80.256457,Gym
Smith Street Diner ,303-315 W Smith St,Greensboro,"(Guilford County, NC)",36.07819,-79.793065,Gym
Lake Daniel Park ,478-498 Mimosa Dr,Greensboro,"(Guilford County, NC)",36.078318,-79.81024,Gym
Ardmore Park ,1021 Melrose St,Winston-Salem,"(Forsyth County, NC)",36.078838,-80.275084,Gym
Christ's Sanctified Holy Church ,4627 Tower Rd,Greensboro,"(Guilford County, NC)",36.079251,-79.867423,Gym
Lake Daniel Greenway Basketball Court ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.07965,-79.80669,Gym
Lapping Dog Fountain ,705 N Edgeworth St,Greensboro,"(Guilford County, NC)",36.079699,-79.795894,Gym
World Trail Warm Up ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.079762,-79.814366,Gym
Broad Street Entrance to Salem Creek Greenway ,408 Salem Creek Greenway,Winston-Salem,"(Forsyth County, NC)",36.080205,-80.244448,Gym
Happy Hills Clock Tower ,Mock St,Winston-Salem,"(Forsyth County, NC)",36.080327,-80.237732,Gym
Kirkpatrick Family Plot ,746-798 Battleground Ave,Greensboro,"(Guilford County, NC)",36.080896,-79.796214,Gym
Novant Clock Tower ,390 Salem Ave W,Winston-Salem,"(Forsyth County, NC)",36.081498,-80.242805,Gym
Our Confederate Dead ,900-998 Battleground Ave,Greensboro,"(Guilford County, NC)",36.081513,-79.798168,Gym
Gray Monolith ,701 Wharton St,Greensboro,"(Guilford County, NC)",36.082257,-79.798069,Gym
Fisher Park ,701-799 N Elm St,Greensboro,"(Guilford County, NC)",36.082352,-79.789669,Gym
St. Timothy's Episcopal ,2575 Parkway Dr,Winston-Salem,"(Forsyth County, NC)",36.082415,-80.284042,Gym
Pinwheel Sculpture ,N Lindell Rd,Greensboro,"(Guilford County, NC)",36.082457,-79.827123,Gym
Latham Memorial ,901-999 Wharton St,Greensboro,"(Guilford County, NC)",36.082929,-79.795138,Gym
World Trail Vault Bar ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.083174,-79.819171,Gym
World Trail Beam Jump ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.083582,-79.827951,Gym
Former Coca Cola Facility ,832-898 Marshall St SW,Winston-Salem,"(Forsyth County, NC)",36.083634,-80.244043,Gym
Shaw Cross ,901-999 Wharton St,Greensboro,"(Guilford County, NC)",36.083723,-79.795245,Gym
Frank L Horton Museum Center ,1000 S Main St,Winston-Salem,"(Forsyth County, NC)",36.083729,-80.241511,Gym
Miller Park,2552 Westover Dr,Winston-Salem,"(Forsyth County, NC)",36.08420511,-80.28334379,Habitat
World Trail Jump N' Touch ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.084499,-79.82741,Gym
Shelter Number Two ,Leisure Ln,Winston-Salem,"(Forsyth County, NC)",36.084699,-80.283146,Gym
Burger Wars Robot ,1209 Battleground Ave,Greensboro,"(Guilford County, NC)",36.084813,-79.805636,Gym
US Post Office (Pembroke Road) ,560-610 Pembroke Rd,Greensboro,"(Guilford County, NC)",36.084853,-79.832674,Gym
Ardmore Moravian Church ,2013 Academy St,Winston-Salem,"(Forsyth County, NC)",36.084899,-80.269002,Gym
World Trail Hip Rotation ,Lake Daniel Greenway,Greensboro,"(Guilford County, NC)",36.085003,-79.822504,Gym
Bill Britt Bronco Fields ,801 Cridland Rd,Greensboro,"(Guilford County, NC)",36.085591,-79.796401,Gym
Christ Moravian Church ,501-599 Hunter Ave,Winston-Salem,"(Forsyth County, NC)",36.086183,-80.251537,Gym
Miller Park ,2600-2698 Queen St,Winston-Salem,"(Forsyth County, NC)",36.086308,-80.286147,Gym
Zen Rock Garden ,932 Bank St SW,Winston-Salem,"(Forsyth County, NC)",36.086337,-80.252056,Gym
Miller Park Community Center ,400 Leisure Ln,Winston-Salem,"(Forsyth County, NC)",36.086345,-80.281826,Gym
The Horse Statue ,3338 W Friendly Ave,Greensboro,"(Guilford County, NC)",36.086361,-79.838951,Gym
Doorway to the Past ,10 West St,Winston-Salem,"(Forsyth County, NC)",36.086723,-80.243083,Gym
Fountain at Friendly Shops ,3334 W Friendly Ave,Greensboro,"(Guilford County, NC)",36.086885,-79.838222,Gym
Water Fountain At At Kneaded Energy ,1-99 Bessemer Ct,Greensboro,"(Guilford County, NC)",36.087641,-79.793191,Gym
First Lutheran Church Sanctuary ,3600 W Friendly Ave,Greensboro,"(Guilford County, NC)",36.087714,-79.843676,Gym
Christ Church ,2240-2252 Queen St,Winston-Salem,"(Forsyth County, NC)",36.087958,-80.275975,Gym
Church of Christ ,1082-1098 Hill St,Greensboro,"(Guilford County, NC)",36.088122,-79.799519,Gym
Windsor Clock Tower ,514-526 US-158,Winston-Salem,"(Forsyth County, NC)",36.088472,-80.287457,Gym
Salem Baptist Church ,429 S Broad St,Winston-Salem,"(Forsyth County, NC)",36.0885,-80.249409,Gym
Latham Park Monolith ,Latham Park Greenway,Greensboro,"(Guilford County, NC)",36.088637,-79.794399,Gym
Herbst House ,511 S Main St,Winston-Salem,"(Forsyth County, NC)",36.088708,-80.242243,Gym
Ram Statue ,7 S Martin Luther King Jr Dr,Winston-Salem,"(Forsyth County, NC)",36.089009,-80.226906,Gym
Let Sleeping Lions Lie ,11 E Bank St,Winston-Salem,"(Forsyth County, NC)",36.089074,-80.242209,Gym
Kremer House ,God's Acre,Winston-Salem,"(Forsyth County, NC)",36.089482,-80.24159,Gym
Salem Academy College Entrance ,460-498 E Salem Ave,Winston-Salem,"(Forsyth County, NC)",36.089622,-80.23742,Gym
Highland Presbyterian Church ,2380 Cloverdale Ave NW,Winston-Salem,"(Forsyth County, NC)",36.08965,-80.279356,Gym
Other Voices ,Bank St,Winston-Salem,"(Forsyth County, NC)",36.090263,-80.224781,Gym
Dr Simon Green Atkins ,Bank St,Winston-Salem,"(Forsyth County, NC)",36.090508,-80.225628,Gym
Reflection Fountain ,113-199 E Northwood St,Greensboro,"(Guilford County, NC)",36.090586,-79.787785,Gym
Inspiration ,1990-2064 Beach St,Winston-Salem,"(Forsyth County, NC)",36.090912,-80.269168,Gym
Time Capsule ,300 S Stratford Rd,Winston-Salem,"(Forsyth County, NC)",36.091181,-80.283052,Gym
Simon Green Atkins House ,Price St,Winston-Salem,"(Forsyth County, NC)",36.09132,-80.224731,Gym
African-American West End Area ,205 Peters Creek Pkwy,Winston-Salem,"(Forsyth County, NC)",36.091333,-80.2565,Gym
Hobbs Rd Bog Garden Entrance ,1048-1098 Hobbs Rd,Greensboro,"(Guilford County, NC)",36.091407,-79.840758,Gym
Southern Sun Rise by Melvin Edwards ,498 Bruce St,Winston-Salem,"(Forsyth County, NC)",36.09148,-80.226863,Gym
Giant Clover ,2281 Cloverdale Ave NW,Winston-Salem,"(Forsyth County, NC)",36.091687,-80.275028,Gym
Home Run Statue ,999 Watkins St SW,Winston-Salem,"(Forsyth County, NC)",36.092057,-80.254128,Gym
